"weight","subsid","soc","age","age_grp","region","sex","tenure","mastat","fihhyr2","dfihhyr","dfihhyrchg","saveamount","huresp","hsval","mg1tot","xpmg","intmg","forebearsec1","forebearsec2","forebearsec3","forebearsec4","forebearsec5","forebearsec6","forebearsec7","forebearsec8","forebeareffsec","brrise","usa","usb","ush","usc","usj","usd","usi","use","usg","us","ustot","xpus","forebearunsec1","forebearunsec2","forebearunsec3","forebearunsec4","forebearunsec5","forebeareffunsec","billscc","actbillscc1","actbillscc2","actbillscc3","actbillscc4","actbillscc5","actbillscc6","actbillscc7","actbillscc10","actbillscc11","actbillscc8","actbillscc9","hscntcr1","hscrchg","hscntcr2","nvesttot","savingch","savebcs1","savebcs2","savebcs3","savebcs4","savebcs5","savebcs6","savebcs7","savebcs8","savebcs9","savebcs10","savebcs11","savebcs12","savebcs13","desavebcs1","desavebcs2","desavebcs3","desavebcs4","desavebcs5","desavebcs6","uncert","uncertch","pubsecty","fisc_impact1","fisc_impact2","fisc_impact3","fisc_impact4","fisc_impact5","fisc_impact6","fisc_impact7","fisc_impact8","fisc11_act1","fisc11_act2","fisc11_act3","fisc11_act4","fisc11_act6","fisc11_act5","fisc11_conc1","fisc11_conc2","fisc11_conc3","fisc11_conc4","fisc11_conc5","fisc11_conc6","fisc11_conc7","fisc11_conc8","fisc_likact1","fisc_likact2","fisc_likact3","fisc_likact4","fisc_likact6","fisc_likact5","jbstat","xphsdf","xphpdf"
1.06806306,20231813,"B",33,"25 - 34","Greater London","Female","Owned mortgage","marrried or couple","£40,000-£49,999","refused","don't know","don't know","yes","£175,000-£199,999","don't know","don't know","don't know","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know",,,"no","no","yes","yes","no","no","no","no","yes","yes","don't know","don't know","don't know","don't know","don't know","don't know","don't know",,"don't know","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","don't know","not applicable","refused","don't know","don't know",,,,,,,,,,,,,,,,,,,,"vague idea","no change","don't know","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","yes","something else","don't know","somewhat"
0.862561654,21090494,"C2",29,"25 - 34","East Anglia","Female","Private rented","marrried or couple","refused","don't know","no change","£50-£99","not applicable","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","refused","don't know",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no",,,,,,,"something else","no","not applicable"
1.00311612,20300817,"C1",70,"65+","South East","Male","Owned outright","marrried or couple","£11,500-£13,499","£200-£299","down £50-£100","£25-£49","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","yes","no","no","no","no","yes","<£200","£10-£19","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","the same","no","£2,000 - £2,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","retired","refused","no"
0.977292495,20005219,"C1",39,"35 - 44","Greater London","Female","Owned mortgage","never married","£75,000-£99,999","£3,000-£3,999","down £50-£100","none","yes","£350,000-£399,999","£110,000-£129,999","£400-£449","standard variable rate (SVR)","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know",,"£50-99","yes","yes","yes","yes","yes","no","no","no","no","yes","£20,000-£24,999",">=£500","no","no","no","yes","no","I would be up to date with my loan payments, but it would be a struggle","keeping up, struggle from time to time","no","no","no","no","no","no","no","no","no","no","yes","no","harder","yes","None","Increase by £300 or more a month","yes","yes","no","no","no","no","no","no","no","no","no","no","no",,,,,,,"vague idea","don't know","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","in paid employ","yes","somewhat"
0.908407832,21386999,"D",33,"25 - 34","West Midlands","Male","Owned outright","never married","£11,500-£13,499","<=199","down <£50","£25-£49","no","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up, constant struggle","no","no","no","no","no","yes","no","no","no","no","no","don't know","not applicable","no","None","don't know",,,,,,,,,,,,,,,,,,,,"don't know","less certain","no","no","no","no","yes","yes","no","no","no","refused","refused","refused","refused","refused","refused","no","no","yes","no","no","no","no","no","don't know","don't know","don't know","don't know","don't know","don't know","unemployed","no","not applicable"
0.890045589,21951556,"C1",28,"25 - 34","Scotland","Female","Owned mortgage","marrried or couple","£40,000-£49,999","£300-£399","no change","£25-£49","yes","£150,000-£174,999","£110,000-£129,999","£650-£699","don't know","no","no","no","no","no","no","no","yes",,,"yes","yes","yes","yes","no","no","yes","no","no","yes","£3,500-£3,999","£220-£239","no","no","no","no","yes",,"keeping up, constant struggle","no","no","no","no","no","yes","no","yes","no","no","no","no","not applicable","no","<£500","Increase by less than £50 a month","no","no","no","no","no","no","no","no","yes","no","no","no","no",,,,,,,"good idea","no change","yes","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","in paid employ","no","somewhat"
0.952980743,22533205,"D",23,"18 - 24","East Midlands","Female","Private rented","marrried or couple","£30,000-£39,999","£1,000-£1,199","down £50-£100","£500-£599","not applicable","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"don't know","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","<£500","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"vague idea","don't know","yes","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","in paid employ","no","not applicable"
0.9480466,21856900,"D",44,"35 - 44","Greater London","Female","Owned mortgage","marrried or couple","£15,500-£17,499","<=199","no change","none","yes","£225,000-£249,999","£100,000-£109,999","£700-£749","fixed","no","no","no","no","no","no","no","yes",,,"no","no","no","yes","no","no","no","no","no","yes","£1,000-£1,499",">=£500","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","yes","yes","no","no","no","no","no","not applicable","no","£2,000 - £2,999","Increase by £50-£99 a month","no","no","no","no","no","no","yes","no","yes","no","no","no","no",,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","in paid employ","no","no"
1.00648095,20521000,"C1",51,"45 - 54","South West","Male","Owned mortgage","never married","£17,500-£24,999","£400-£499","down £50-£100","<=25","yes","£225,000-£249,999","£30,000-£39,999","£150-£199","standard variable rate (SVR)","Refused","Refused","Refused","Refused","Refused","Refused","Refused","Refused",,"£0-49","no","no","no","no","no","yes","no","no","no","yes","<£200","<£10","refused","refused","refused","refused","refused",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","£45,000 - £49,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"vague idea","less certain","yes","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","yes","no","no","no","no","no","yes","yes","no","no","in paid employ","no","no"
0.914940689,21567374,"C1",59,"55 - 64","North West","Male","Owned mortgage","never married","£11,500-£13,499","<=199","down <£50","£50-£99","yes","£75,000-£99,999","£30,000-£39,999","£200-£249","fixed","no","no","no","no","no","no","no","yes",,,"no","yes","no","yes","yes","no","no","no","no","yes","£1,000-£1,499","£200-£219","no","no","no","no","yes",,"keeping up, constant struggle","no","no","no","no","no","yes","yes","no","no","no","no","no","not applicable","no","<£500","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,"retired","no","somewhat"
0.941945662,20966340,"D",67,"65+","North","Male","Owned outright","marrried or couple","refused","don't know","no change","none","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","refused","refused",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","no","yes","no",,,,,,,,"no","not applicable"
0.904182838,20944026,"C2",64,"55 - 64","North","Male","Owned outright","widowed/divorced/separated","£9,500-£11,499","£200-£299","down <£50","refused","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","yes","no","no","no","no","no","no","no","yes","£6,000-£6,499","£140-£159","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","yes","the same","no","£3,000 - £3,999","don't know",,,,,,,,,,,,,,,,,,,,"vague idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","retired","no","somewhat"
0.888411785,20375092,"D",40,"35 - 44","East Midlands","Female","Owned mortgage","marrried or couple","£25,000-£29,999","don't know","down >£100","don't know","yes","£125,000-£149,999","£60,000-£69,999","£500-£549","fixed","no","no","no","no","no","no","no","yes",,,"no","no","no","yes","no","no","no","no","no","yes","<£200","<£10","refused","refused","refused","refused","refused",,"keeping up, constant struggle","no","no","no","no","no","yes","yes","no","no","no","no","no","not applicable","no","£10,000 - £12,499","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"no idea","less certain","no","no","no","no","no","no","no","yes","no",,,,,,,"no","yes","no","yes","yes","no","no","no","no","no","no","no","no","yes","something else","no","no"
0.848296915,21614841,"D",32,"25 - 34","South East","Female","Local authority rented","marrried or couple","£17,500-£24,999","<=199","down >£100","£25-£49","not applicable","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"yes","yes","no","yes","no","yes","no","no","no","yes","£9,500-£9,999",">=£500","no","no","no","no","yes",,"keeping up, constant struggle","no","no","no","no","no","yes","yes","no","no","no","no","no","not applicable","yes","<£500","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"no idea","no change","yes","no","no","no","no","no","yes","no","no",,,,,,,"no","yes","no","yes","yes","no","no","no","yes","no","no","no","no","no","something else","yes","heavy"
1.22220487,21245072,"B",68,"65+","North West","Male","Owned outright","marrried or couple","£17,500-£24,999","£300-£399","down <£50","£100-£149","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"yes","no","no","no","no","no","no","no","no","yes","£3,500-£3,999","£90-£99","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","no","no","no","no","no","yes","no","the same","no","£3,000 - £3,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,"retired","no","no"
0.794782833,22540492,"C1",30,"25 - 34","Yorkshire & Humberside","Female","Owned outright","marrried or couple","£40,000-£49,999","£2,000-£2,999","no change","£600-£699","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","yes","no","no","no","no","no","yes","<£200","£10-£19","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no",">=£150,000","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","in paid employ","no","no"
0.861126091,21513630,"D",49,"45 - 54","North West","Female","Owned mortgage","marrried or couple","£17,500-£24,999","<=199","down £50-£100","none","yes","£75,000-£99,999","£70,000-£79,999","£450-£499","fixed","no","no","no","no","no","no","no","yes",,,"no","yes","yes","yes","no","no","no","no","no","yes","£7,000-£7,499","£260-£279","no","no","no","no","yes",,"keeping up, constant struggle","no","no","no","no","no","yes","no","no","no","no","no","yes","not applicable","no","None","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"no idea","don't know","don't know","no","no","yes","yes","yes","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","no","no","don't know","don't know","don't know","don't know","don't know","don't know","something else","yes","heavy"
1.05518947,21454958,"B",67,"65+","North","Female","Owned outright","marrried or couple","don't know","don't know","down <£50","don't know","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","don't know","don't know",,,,,,,,,,,,,,,,,,,,"don't know","don't know","don't know","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","retired","no","not applicable"
0.970316141,20474458,"C2",55,"55 - 64","South East","Male","Owned outright","marrried or couple","refused","<=199","down £50-£100","none","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","yes","no","no","no","no","no","yes","<£200","<£10","refused","refused","refused","refused","refused",,"refused","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","yes","not applicable","refused","None","refused",,,,,,,,,,,,,,,,,,,,"no idea","less certain","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","in paid employ","refused","no"
0.940555891,21609186,"C1",30,"25 - 34","North West","Male","Owned mortgage","marrried or couple","£40,000-£49,999","600-£699","down >£100","£100-£149","yes","£75,000-£99,999","£70,000-£79,999","£500-£549","fixed","no","no","no","no","no","no","no","yes",,,"no","yes","no","yes","no","no","no","no","no","yes","£4,000-£4,499","£180-£199","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","easier","no","£1,000 - £1,999","Increase by £50-£99 a month","no","yes","yes","no","no","no","no","no","no","no","no","no","no",,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,"in paid employ","no","somewhat"
0.892592633,22674904,"C2",31,"25 - 34","Scotland","Female","Owned mortgage","marrried or couple","refused","refused","refused","refused","yes","don't know","£80,000-£89,999","refused","fixed","no","no","no","no","no","no","no","yes",,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","don't know","not applicable","don't know","refused","don't know",,,,,,,,,,,,,,,,,,,,"don't know","no change","don't know","no","no","no","no","no","no","yes","no",,,,,,,"no","no","no","no","no","no","yes","no",,,,,,,"something else","no","not applicable"
0.981705658,21616110,"D",38,"35 - 44","South East","Male","Owned mortgage","marrried or couple","£25,000-£29,999","£1,600-£1,799","down >£100","none","yes","£300,000-£349,999","£130,000-£149,999","£750-£799","standard variable rate (SVR)","no","no","no","no","no","no","no","yes",,"£50-99","no","no","no","no","no","no","no","no","yes","yes","£4,500-£4,999","£140-£159","no","no","no","no","yes",,"keeping up, constant struggle","no","no","no","no","no","yes","no","yes","no","no","no","yes","harder","no","None","don't know",,,,,,,,,,,,,,,,,,,,"good idea","more certain","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","in paid employ","no","no"
1.00331742,21854795,"C1",47,"45 - 54","Yorkshire & Humberside","Male","Owned mortgage","marrried or couple","£17,500-£24,999","£400-£499","down £50-£100","none","yes","£125,000-£149,999","£40,000-£49,999","£350-£399","fixed","no","no","no","no","no","no","no","yes",,,"no","no","no","yes","no","no","no","no","no","yes","£500-£999","£70-£79","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","yes","no","no","no","no","no","no","not applicable","no","£1,000 - £1,999","don't know",,,,,,,,,,,,,,,,,,,,"no idea","don't know","no","no","no","no","no","no","yes","no","no",,,,,,,"no","yes","no","no","yes","no","no","no","don't know","don't know","don't know","don't know","don't know","don't know","in paid employ","no","somewhat"
1.10949005,20912665,"B",31,"25 - 34","Greater London","Female","Owned mortgage","never married","£50,000-£74,999","£400-£499","no change","none","yes","£250,000-£274,999","£190,000-£209,999","£850-£899","fixed","no","no","no","no","no","no","no","yes",,,"no","no","no","yes","no","no","no","no","no","yes","£5,000-£5,499",">=£500","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","no","no","no","no","no","yes","no","the same","no","None","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","yes","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","in paid employ","no","somewhat"
0.823729485,20240206,"D",32,"25 - 34","South West","Female","Local authority rented","marrried or couple","£17,500-£24,999","£300-£399","down <£50","none","not applicable","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","yes","yes","yes","yes","yes","no","no","no","yes","£15,000-£19,999",">=£500","yes","no","no","no","no","I would be behind on my loan payments","keeping up, constant struggle","no","no","no","no","no","yes","no","no","no","no","no","yes","harder","don't know","None","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"vague idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"yes","no","no","yes","yes","no","no","no","don't know","don't know","don't know","don't know","don't know","don't know","something else","no","heavy"
1.23174439,20183602,"B",58,"55 - 64","Scotland","Male","Owned mortgage","marrried or couple","£75,000-£99,999","£800-£899","no change","£100-£149","yes","£400,000-£449,999","£170,000-£189,999","£1,000-£1,249","base rate tracker","no","no","no","no","no","no","no","yes",,"£700-799","no","no","yes","yes","no","no","no","no","no","yes","£1,000-£1,499",">=£500","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","yes","don't know","no","£5,000 - £5,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","in paid employ","no","somewhat"
1.19512856,20925524,"C2",44,"35 - 44","South East","Male","Private rented","marrried or couple","£17,500-£24,999","£200-£299","no change","<=25","not applicable","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","yes","no","no","no","yes","no","no","no","yes","£7,500-£7,999","£90-£99","yes","no","no","no","no","I would be behind on my loan payments","falling behind on some","no","no","no","no","no","no","no","yes","no","no","no","don't know","not applicable","no","<£500","don't know",,,,,,,,,,,,,,,,,,,,"no idea","less certain","don't know","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","self employed","yes","heavy"
1.13560995,22135445,"A",23,"18 - 24","South East","Female","Private rented","marrried or couple","£40,000-£49,999","£2,000-£2,999","don't know","don't know","not applicable","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","yes","no","no","yes","£15,000-£19,999","£30-£39","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","don't know","don't know","<£500","Increase by £100-£149 a month","don't know","don't know","don't know","don't know","don't know","don't know","don't know","don't know","don't know","don't know","don't know","don't know","don't know",,,,,,,"don't know","don't know","don't know","no","no","no","no","no","no","yes","no",,,,,,,"no","no","no","no","no","no","yes","no",,,,,,,"in paid employ","no","no"
1.19505336,20468561,"A",43,"35 - 44","North","Male","Owned mortgage","marrried or couple","£50,000-£74,999","£700-£799","down >£100","£25-£49","yes","£175,000-£199,999","£60,000-£69,999","£400-£449","base rate tracker","no","no","yes","no","no","no","no","no","I would be behind on my mortgage payments by less than 6 months of payments","£0-49","no","yes","no","no","no","no","no","no","no","yes","£5,500-£5,999","£160-£179","no","no","no","no","yes",,"keeping up, constant struggle","no","no","no","no","no","yes","no","yes","no","no","no","no","the same","no","£3,000 - £3,999","Decrease by £100-£149 a month",,,,,,,,,,,,,,"yes","yes","no","no","no","no","vague idea","less certain","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","yes","no","no","in paid employ","yes","somewhat"
1.17943707,20307407,"B",60,"55 - 64","East Midlands","Male","Owned mortgage","marrried or couple","£4,500-£6,499","<=199","no change","none","yes","£350,000-£399,999","£70,000-£79,999","£500-£549","standard variable rate (SVR)","no","no","no","no","no","no","no","yes",,"£0-49","no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no",">=£150,000","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,,"no","not applicable"
1.12457956,21405934,"B",24,"18 - 24","South East","Male","Owned mortgage","never married","£50,000-£74,999","£300-£399","down <£50","£350-£399","yes","£500,000-£599,999","£100,000-£109,999","£450-£499","fixed","no","no","no","yes","no","no","no","no","I would be up to date with my mortgage payments, without much struggle.",,"no","no","no","yes","no","no","no","no","no","yes","£4,500-£4,999","£70-£79","no","no","yes","no","no","I would be up to date with my loan payments, without much struggle.","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","easier","no","£2,000 - £2,999","Decrease by £300 or more a month",,,,,,,,,,,,,,"no","no","yes","no","no","no","vague idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","in paid employ","yes","somewhat"
1.00048249,20481672,"A",21,"18 - 24","North West","Female","Owned mortgage","never married","£50,000-£74,999","don't know","no change","£200-£249","yes","£250,000-£274,999","£10,000-£19,999","£200-£249","fixed","no","no","no","no","no","no","no","yes",,,"no","no","no","yes","no","no","yes","no","no","yes","don't know","£120-£139","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","yes","yes","yes","no","no","no","yes","the same","no","don't know","Increase by £50-£99 a month","yes","yes","no","no","no","no","yes","no","no","no","no","yes","no",,,,,,,"vague idea","no change","no","no","yes","no","no","no","no","no","no","yes","no","yes","yes","no","no","no","yes","no","yes","yes","no","no","no","yes","no","yes","yes","no","no","in paid employ","no","no"
1.06165736,21669310,"C1",21,"18 - 24","East Midlands","Male","Private rented","never married","£7,500-£9,499","£400-£499","up <£50","£100-£149","not applicable","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","yes","no","no","yes",">=£30,000","£40-£49","don't know","don't know","don't know","don't know","don't know",,"don't know","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","refused","the same","don't know","£4,000 - £4,999","Decrease by £100-£149 a month",,,,,,,,,,,,,,"refused","refused","refused","refused","refused","refused","no idea","no change","refused","no","no","no","no","no","no","yes","no",,,,,,,"no","no","no","no","no","no","yes","no",,,,,,,"FT student","don't know","somewhat"
0.936415312,22973294,"B",22,"18 - 24","South West","Female","Owned mortgage","marrried or couple","£30,000-£39,999","£200-£299","down >£100","<=25","yes","£150,000-£174,999","£110,000-£129,999","£650-£699","fixed","no","no","no","no","no","no","no","yes",,,"yes","yes","yes","yes","no","yes","yes","no","no","yes","£15,000-£19,999",">=£500","no","no","no","no","yes",,"keeping up, constant struggle","yes","no","no","no","no","yes","yes","no","no","no","no","no","the same","no","£500-£999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"vague idea","no change","no","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","yes","no","no","no","something else","yes","heavy"
0.807560396,21572426,"C1",29,"25 - 34","South East","Female","Owned mortgage","marrried or couple","refused","refused","refused","refused","yes","£200,000-£224,999","refused","don't know","fixed","no","no","no","no","no","no","no","yes",,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"refused","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","refused","refused",,,,,,,,,,,,,,,,,,,,"don't know","don't know","don't know","no","no","no","no","no","no","yes","no",,,,,,,"no","no","no","no","no","no","yes","no",,,,,,,"something else","no","not applicable"
0.868838499,21270660,"C1",52,"45 - 54","North West","Female","Owned outright","never married","£9,500-£11,499","£400-£499","up <£50","<=25","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up, struggle from time to time","no","no","no","no","no","yes","no","no","no","no","no","no","don't know","don't know","£50,000 - £74,999","don't know",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","yes","no","yes","no","no","no","don't know","don't know","don't know","don't know","don't know","don't know","retired","no","not applicable"
0.943863545,21473010,"B",22,"18 - 24","South East","Female","Owned outright","never married","£15,500-£17,499","£700-£799","no change","£100-£149","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","£17,500 - £19,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","yes","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","FT student","no","not applicable"
0.921165753,20636212,"C1",61,"55 - 64","Yorkshire & Humberside","Male","Owned mortgage","marrried or couple","£17,500-£24,999","<=199","down >£100","<=25","yes","£75,000-£99,999","£30,000-£39,999","£350-£399","standard variable rate (SVR)","no","no","no","no","no","no","no","yes",,"£0-49","no","no","yes","yes","no","no","no","no","no","yes","£6,500-£6,999","£180-£199","no","no","no","no","yes",,"keeping up, constant struggle","no","no","no","no","no","yes","no","no","no","no","no","no","easier","no","£500-£999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"no idea","no change","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","in paid employ","yes","heavy"
